stack,ind,Cell_Label
stack_1,034_012,13.0
stack_1,040_010,13.0
stack_1,041_014,16.0
stack_1,042_015,16.0
stack_1,039_011,11.0
stack_1,073_028,
stack_1,082_032,10.0
stack_1,081_021,11.0
stack_1,080_019,4.0
stack_1,079_029,13.0
stack_1,078_024,12.0
stack_1,077_013,7.0
stack_1,076_020,16.0
stack_1,075_018,22.0
stack_1,074_031,21.0
stack_1,072_021,21.0
stack_1,083_030,27.0
stack_1,070_003,9.0
stack_1,069_008,10.0
stack_1,068_006,11.0
stack_1,067_008,5.0
stack_1,066_009,3.0
stack_1,065_007,9.0
stack_1,064_012,5.0
stack_1,063_009,10.0
stack_1,062_011,4.0
stack_1,061_006,7.0
stack_1,071_002,7.0
stack_1,084_019,11.0
stack_1,060_009,3.0
stack_1,086_010,1.0
stack_1,108_023,26.0
stack_1,107_025,25.0
stack_1,106_023,27.0
stack_1,105_003,8.0
stack_1,104_018,17.0
stack_1,103_017,25.0
stack_1,102_011,25.0
stack_1,101_020,26.0
stack_1,100_020,23.0
stack_1,099_019,24.0
stack_1,098_021,14.0
stack_1,097_011,23.0
stack_1,096_007,18.0
stack_1,095_017,5.0
stack_1,094_014,28.0
stack_1,093_028,23.0
stack_1,092_015,9.0
stack_1,091_010,7.0
stack_1,090_019,22.0
stack_1,109_019,28.0
stack_1,089_024,24.0
stack_1,088_021,25.0
stack_1,087_031,27.0
stack_1,085_014,20.0
stack_1,059_006,4.0
stack_1,027_008,6.0
stack_1,057_010,4.0
stack_1,030_011,11.0
stack_1,029_011,2.0
stack_1,028_001,8.0
stack_1,026_002,4.0
stack_1,025_001,5.0
stack_1,024_006,4.0
stack_1,023_001,7.0
stack_1,022_005,4.0
stack_1,021_007,5.0
stack_1,019_007,7.0
stack_1,031_006,12.0
stack_1,018_002,7.0
stack_1,016_001,2.0
stack_1,015_005,6.0
stack_1,014_007,2.0
stack_1,013_001,2.0
stack_1,012_001,6.0
stack_1,011_001,2.0
stack_1,010_002,6.0
stack_1,009_006,7.0
stack_1,008_005,7.0
stack_1,058_006,5.0
stack_1,017_005,1.0
stack_1,032_015,6.0
stack_1,020_006,2.0
stack_1,034_014,5.0
stack_1,033_011,5.0
stack_1,055_004,8.0
stack_1,054_006,9.0
stack_1,053_007,11.0
stack_1,052_011,7.0
stack_1,051_012,7.0
stack_1,050_012,6.0
stack_1,049_015,6.0
stack_1,048_016,6.0
stack_1,047_012,10.0
stack_1,046_011,10.0
stack_1,056_012,7.0
stack_1,044_011,12.0
stack_1,045_014,4.0
stack_1,036_012,4.0
stack_1,037_009,5.0
stack_1,038_008,12.0
stack_1,039_006,5.0
stack_1,035_005,13.0
stack_1,041_007,9.0
stack_1,042_007,9.0
stack_1,043_012,12.0
stack_1,040_007,12.0
stack_1,073_031,20.0
stack_1,081_005,22.0
stack_1,080_017,16.0
stack_1,079_024,19.0
stack_1,078_027,20.0
stack_1,077_009,19.0
stack_1,076_029,22.0
stack_1,082_020,23.0
stack_1,075_021,19.0
stack_1,074_022,20.0
stack_1,072_021,21.0
stack_1,067_008,5.0
stack_1,070_003,9.0
stack_1,069_008,10.0
stack_1,068_006,11.0
stack_1,066_009,3.0
stack_1,065_007,9.0
stack_1,064_012,5.0
stack_1,063_009,10.0
stack_1,062_011,4.0
stack_1,061_006,7.0
stack_1,083_012,21.0
stack_1,071_002,7.0
stack_1,084_001,23.0
stack_1,109_017,21.0
stack_1,086_009,17.0
stack_1,060_009,3.0
stack_1,108_017,18.0
stack_1,107_021,20.0
stack_1,106_036,13.0
stack_1,105_013,15.0
stack_1,104_028,14.0
stack_1,103_023,20.0
stack_1,102_020,23.0
stack_1,101_031,22.0
stack_1,100_031,21.0
stack_1,099_004,22.0
stack_1,098_031,12.0
stack_1,097_023,26.0
stack_1,096_009,25.0
stack_1,095_002,17.0
stack_1,094_006,22.0
stack_1,093_008,12.0
stack_1,092_010,19.0
stack_1,091_019,21.0
stack_1,090_017,25.0
stack_1,089_015,25.0
stack_1,088_016,22.0
stack_1,087_008,21.0
stack_1,085_013,13.0
stack_1,059_006,4.0
stack_1,058_006,5.0
stack_1,057_010,4.0
stack_1,030_011,11.0
stack_1,029_011,2.0
stack_1,028_001,8.0
stack_1,027_008,6.0
stack_1,026_002,4.0
stack_1,025_001,5.0
stack_1,024_006,4.0
stack_1,023_001,7.0
stack_1,022_005,4.0
stack_1,021_007,5.0
stack_1,031_006,12.0
stack_1,020_006,2.0
stack_1,018_002,7.0
stack_1,017_005,1.0
stack_1,016_001,2.0
stack_1,015_005,6.0
stack_1,014_007,2.0
stack_1,013_001,2.0
stack_1,012_001,6.0
stack_1,011_001,2.0
stack_1,010_002,6.0
stack_1,009_006,7.0
stack_1,019_007,7.0
stack_1,032_015,6.0
stack_1,008_005,7.0
stack_1,034_014,5.0
stack_1,056_012,7.0
stack_1,055_004,8.0
stack_1,054_006,9.0
stack_1,053_007,11.0
stack_1,052_011,7.0
stack_1,051_012,7.0
stack_1,033_011,5.0
stack_1,049_015,6.0
stack_1,048_016,6.0
stack_1,047_012,10.0
stack_1,046_011,10.0
stack_1,050_012,6.0
stack_1,044_011,12.0
stack_1,043_012,12.0
stack_1,042_007,9.0
stack_1,041_007,9.0
stack_1,040_007,12.0
stack_1,039_006,5.0
stack_1,038_008,12.0
stack_1,037_009,5.0
stack_1,036_012,4.0
stack_1,035_005,13.0
stack_1,045_014,4.0
stack_1,075_019,29.0
stack_1,076_026,32.0
stack_1,077_031,25.0
stack_1,078_019,30.0
stack_1,083_016,29.0
stack_1,080_006,
stack_1,081_013,29.0
stack_1,082_023,29.0
stack_1,079_025,31.0
stack_1,074_030,29.0
stack_1,062_002,8.0
stack_1,072_029,28.0
stack_1,071_015,8.0
stack_1,070_002,1.0
stack_1,069_004,3.0
stack_1,068_002,5.0
stack_1,067_002,3.0
stack_1,066_011,1.0
stack_1,065_008,7.0
stack_1,064_003,2.0
stack_1,063_003,18.0
stack_1,084_002,26.0
stack_1,073_030,27.0
stack_1,085_028,2.0
stack_1,097_027,31.0
stack_1,087_011,30.0
stack_1,061_001,10.0
stack_1,109_027,40.0
stack_1,108_004,14.0
stack_1,107_028,31.0
stack_1,106_007,11.0
stack_1,105_021,1.0
stack_1,104_004,2.0
stack_1,103_008,24.0
stack_1,102_025,33.0
stack_1,101_024,32.0
stack_1,086_014,6.0
stack_1,100_024,32.0
stack_1,098_009,1.0
stack_1,096_030,31.0
stack_1,095_012,7.0
stack_1,094_017,31.0
stack_1,093_016,3.0
stack_1,092_016,17.0
stack_1,091_006,20.0
stack_1,090_026,32.0
stack_1,089_016,32.0
stack_1,088_030,31.0
stack_1,099_014,31.0
stack_1,060_004,1.0
stack_1,059_004,1.0
stack_1,008_005,7.0
stack_1,030_008,16.0
stack_1,029_007,
stack_1,028_001,8.0
stack_1,027_008,6.0
stack_1,026_002,4.0
stack_1,025_001,5.0
stack_1,024_006,4.0
stack_1,023_001,7.0
stack_1,022_005,4.0
stack_1,021_007,5.0
stack_1,031_010,13.0
stack_1,020_006,2.0
stack_1,018_002,7.0
stack_1,017_005,1.0
stack_1,016_001,2.0
stack_1,015_005,6.0
stack_1,014_007,2.0
stack_1,013_001,2.0
stack_1,012_001,6.0
stack_1,011_001,2.0
stack_1,010_002,6.0
stack_1,009_006,7.0
stack_1,019_007,7.0
stack_1,032_004,1.0
stack_1,058_001,6.0
stack_1,034_002,10.0
stack_1,057_002,6.0
stack_1,056_009,11.0
stack_1,055_014,11.0
stack_1,054_001,12.0
stack_1,053_015,15.0
stack_1,052_003,11.0
stack_1,033_015,2.0
stack_1,050_011,10.0
stack_1,049_006,10.0
stack_1,048_007,10.0
stack_1,047_007,16.0
stack_1,051_004,9.0
stack_1,045_001,8.0
stack_1,046_013,16.0
stack_1,036_006,5.0
stack_1,037_004,7.0
stack_1,038_016,14.0
stack_1,039_008,6.0
stack_1,035_013,17.0
stack_1,041_012,15.0
stack_1,042_011,15.0
stack_1,043_004,14.0
stack_1,044_003,16.0
stack_1,040_012,16.0
stack_1,082_009,11.0
stack_1,081_009,9.0
stack_1,080_013,
stack_1,079_021,15.0
stack_1,078_023,13.0
stack_1,077_015,11.0
stack_1,076_023,18.0
stack_1,075_022,26.0
stack_1,074_029,28.0
stack_1,073_029,
stack_1,061_001,10.0
stack_1,071_015,8.0
stack_1,070_002,1.0
stack_1,069_004,3.0
stack_1,068_002,5.0
stack_1,067_002,3.0
stack_1,066_011,1.0
stack_1,065_008,7.0
stack_1,064_003,2.0
stack_1,063_003,18.0
stack_1,062_002,8.0
stack_1,083_021,26.0
stack_1,072_029,28.0
stack_1,084_004,6.0
stack_1,097_021,17.0
stack_1,086_025,5.0
stack_1,060_004,1.0
stack_1,109_028,74.0
stack_1,108_035,115.0
stack_1,107_024,42.0
stack_1,106_034,25.0
stack_1,105_005,21.0
stack_1,104_003,12.0
stack_1,103_029,31.0
stack_1,102_016,14.0
stack_1,101_019,20.0
stack_1,100_009,19.0
stack_1,099_029,30.0
stack_1,098_002,5.0
stack_1,096_026,12.0
stack_1,095_028,4.0
stack_1,094_020,29.0
stack_1,093_030,18.0
stack_1,092_019,2.0
stack_1,091_005,3.0
stack_1,090_027,18.0
stack_1,089_029,19.0
stack_1,088_022,19.0
stack_1,087_028,24.0
stack_1,085_012,14.0
stack_1,058_001,6.0
stack_1,045_001,8.0
stack_1,057_002,6.0
stack_1,029_007,
stack_1,028_001,8.0
stack_1,027_008,6.0
stack_1,026_002,4.0
stack_1,025_001,5.0
stack_1,024_006,4.0
stack_1,023_001,7.0
stack_1,022_005,4.0
stack_1,059_004,1.0
stack_1,020_006,2.0
stack_1,030_008,16.0
stack_1,019_007,7.0
stack_1,017_005,1.0
stack_1,016_001,2.0
stack_1,015_005,6.0
stack_1,014_007,2.0
stack_1,013_001,2.0
stack_1,012_001,6.0
stack_1,011_001,2.0
stack_1,010_002,6.0
stack_1,009_006,7.0
stack_1,008_005,7.0
stack_1,018_002,7.0
stack_1,031_010,13.0
stack_1,021_007,5.0
stack_1,033_015,2.0
stack_1,032_004,1.0
stack_1,055_014,11.0
stack_1,054_001,12.0
stack_1,053_015,15.0
stack_1,052_003,11.0
stack_1,051_004,9.0
stack_1,050_011,10.0
stack_1,049_006,10.0
stack_1,048_007,10.0
stack_1,047_007,16.0
stack_1,046_013,16.0
stack_1,056_009,11.0
stack_1,044_003,16.0
stack_1,035_013,17.0
stack_1,036_006,5.0
stack_1,037_004,7.0
stack_1,038_016,14.0
stack_1,034_002,10.0
stack_1,040_012,16.0
stack_1,041_012,15.0
stack_1,042_011,15.0
stack_1,043_004,14.0
stack_1,039_008,6.0
stack_1,073_012,12.0
stack_1,082_021,7.0
stack_1,081_029,3.0
stack_1,080_031,5.0
stack_1,079_010,7.0
stack_1,078_018,7.0
stack_1,077_014,10.0
stack_1,076_025,4.0
stack_1,075_009,9.0
stack_1,074_015,9.0
stack_1,072_019,8.0
stack_1,067_005,13.0
stack_1,070_024,25.0
stack_1,069_006,25.0
stack_1,068_005,22.0
stack_1,083_005,4.0
stack_1,066_004,16.0
stack_1,065_009,17.0
stack_1,064_007,19.0
stack_1,063_007,
stack_1,062_008,10.0
stack_1,061_011,3.0
stack_1,071_026,13.0
stack_1,084_011,5.0
stack_1,060_005,15.0
stack_1,086_026,11.0
stack_1,108_011,17.0
stack_1,107_003,8.0
stack_1,106_014,19.0
stack_1,105_015,25.0
stack_1,104_022,32.0
stack_1,103_006,10.0
stack_1,102_008,1.0
stack_1,101_002,2.0
stack_1,100_002,1.0
stack_1,099_003,5.0
stack_1,098_013,32.0
stack_1,097_006,1.0
stack_1,096_016,3.0
stack_1,095_026,27.0
stack_1,094_021,3.0
stack_1,093_018,29.0
stack_1,092_024,13.0
stack_1,091_028,13.0
stack_1,090_016,1.0
stack_1,109_009,7.0
stack_1,089_008,2.0
stack_1,088_007,3.0
stack_1,087_019,6.0
stack_1,085_015,30.0
stack_1,059_016,14.0
stack_1,027_002,1.0
stack_1,057_007,9.0
stack_1,030_013,
stack_1,029_014,5.0
stack_1,028_007,9.0
stack_1,026_004,5.0
stack_1,025_004,1.0
stack_1,024_002,6.0
stack_1,023_004,4.0
stack_1,022_001,7.0
stack_1,021_001,1.0
stack_1,019_005,4.0
stack_1,031_013,7.0
stack_1,018_007,1.0
stack_1,016_007,6.0
stack_1,015_002,1.0
stack_1,014_005,5.0
stack_1,013_007,5.0
stack_1,012_005,2.0
stack_1,011_005,6.0
stack_1,010_006,2.0
stack_1,009_005,1.0
stack_1,008_006,3.0
stack_1,058_014,8.0
stack_1,017_004,6.0
stack_1,032_013,15.0
stack_1,020_002,5.0
stack_1,034_008,9.0
stack_1,033_010,13.0
stack_1,055_015,3.0
stack_1,054_009,2.0
stack_1,053_011,1.0
stack_1,052_016,3.0
stack_1,051_007,11.0
stack_1,050_013,3.0
stack_1,049_016,5.0
stack_1,048_013,4.0
stack_1,047_013,3.0
stack_1,046_006,5.0
stack_1,056_014,3.0
stack_1,044_007,5.0
stack_1,045_008,5.0
stack_1,036_008,3.0
stack_1,037_015,8.0
stack_1,038_006,5.0
stack_1,039_014,9.0
stack_1,035_012,1.0
stack_1,041_015,1.0
stack_1,042_016,2.0
stack_1,043_014,5.0
stack_1,040_015,3.0
stack_1,073_027,4.0
stack_1,081_026,7.0
stack_1,080_025,10.0
stack_1,079_005,1.0
stack_1,078_009,2.0
stack_1,077_025,6.0
stack_1,076_019,3.0
stack_1,082_006,5.0
stack_1,075_031,4.0
stack_1,074_026,1.0
stack_1,072_026,3.0
stack_1,067_005,13.0
stack_1,070_024,25.0
stack_1,069_006,25.0
stack_1,068_005,22.0
stack_1,066_004,16.0
stack_1,065_009,17.0
stack_1,064_007,19.0
stack_1,063_007,
stack_1,062_008,10.0
stack_1,061_011,3.0
stack_1,083_028,13.0
stack_1,071_027,
stack_1,084_018,10.0
stack_1,109_006,3.0
stack_1,086_001,9.0
stack_1,060_005,15.0
stack_1,108_012,10.0
stack_1,107_007,5.0
stack_1,106_012,16.0
stack_1,105_030,18.0
stack_1,104_013,25.0
stack_1,103_018,7.0
stack_1,102_013,8.0
stack_1,101_023,4.0
stack_1,100_025,2.0
stack_1,099_017,2.0
stack_1,098_028,33.0
stack_1,097_010,8.0
stack_1,096_005,9.0
stack_1,095_021,22.0
stack_1,094_027,5.0
stack_1,093_010,31.0
stack_1,092_018,21.0
stack_1,091_008,16.0
stack_1,090_024,9.0
stack_1,089_028,9.0
stack_1,088_024,12.0
stack_1,087_029,12.0
stack_1,085_031,32.0
stack_1,059_016,14.0
stack_1,058_014,8.0
stack_1,057_007,9.0
stack_1,030_013,
stack_1,029_014,5.0
stack_1,028_007,9.0
stack_1,027_002,1.0
stack_1,026_004,5.0
stack_1,025_004,1.0
stack_1,024_002,6.0
stack_1,023_004,4.0
stack_1,022_001,7.0
stack_1,021_001,1.0
stack_1,031_013,7.0
stack_1,020_002,5.0
stack_1,018_007,1.0
stack_1,017_004,6.0
stack_1,016_007,6.0
stack_1,015_002,1.0
stack_1,014_005,5.0
stack_1,013_007,5.0
stack_1,012_005,2.0
stack_1,011_005,6.0
stack_1,010_006,2.0
stack_1,009_005,1.0
stack_1,019_005,4.0
stack_1,032_013,15.0
stack_1,008_006,3.0
stack_1,034_008,9.0
stack_1,033_010,13.0
stack_1,056_014,3.0
stack_1,055_015,3.0
stack_1,054_009,2.0
stack_1,053_011,1.0
stack_1,052_016,3.0
stack_1,051_007,11.0
stack_1,049_016,5.0
stack_1,048_013,4.0
stack_1,047_013,3.0
stack_1,046_006,5.0
stack_1,050_013,3.0
stack_1,044_007,5.0
stack_1,043_014,5.0
stack_1,042_016,2.0
stack_1,035_012,1.0
stack_1,041_015,1.0
stack_1,040_015,3.0
stack_1,039_014,9.0
stack_1,038_006,5.0
stack_1,037_015,8.0
stack_1,036_008,3.0
stack_1,045_008,5.0
stack_1,073_008,15.0
stack_1,074_010,7.0
stack_1,075_012,8.0
stack_1,080_012,
stack_1,077_018,3.0
stack_1,078_010,1.0
stack_1,079_011,3.0
stack_1,072_009,12.0
stack_1,076_021,2.0
stack_1,071_003,9.0
stack_1,060_013,8.0
stack_1,069_018,24.0
stack_1,068_017,24.0
stack_1,067_013,1.0
stack_1,066_013,6.0
stack_1,065_018,20.0
stack_1,064_018,14.0
stack_1,063_019,7.0
stack_1,062_018,3.0
stack_1,061_007,1.0
stack_1,081_001,2.0
stack_1,070_012,18.0
stack_1,082_008,1.0
stack_1,093_020,32.0
stack_1,084_006,2.0
stack_1,059_010,6.0
stack_1,105_008,33.0
stack_1,104_014,31.0
stack_1,103_013,19.0
stack_1,102_004,7.0
stack_1,101_017,8.0
stack_1,100_001,3.0
stack_1,099_024,8.0
stack_1,098_006,30.0
stack_1,097_017,6.0
stack_1,083_027,15.0
stack_1,096_023,2.0
stack_1,094_002,13.0
stack_1,092_004,6.0
stack_1,091_022,2.0
stack_1,090_010,3.0
stack_1,089_003,8.0
stack_1,088_002,10.0
stack_1,087_014,
stack_1,106_035,41.0
stack_1,086_005,
stack_1,085_007,29.0
stack_1,095_011,8.0
stack_1,058_011,2.0
stack_1,027_002,1.0
stack_1,056_001,2.0
stack_1,029_014,5.0
stack_1,028_007,9.0
stack_1,026_004,5.0
stack_1,025_004,1.0
stack_1,024_002,6.0
stack_1,023_004,4.0
stack_1,022_001,7.0
stack_1,021_001,1.0
stack_1,020_002,5.0
stack_1,019_005,4.0
stack_1,018_007,1.0
stack_1,017_004,6.0
stack_1,016_007,6.0
stack_1,015_002,1.0
stack_1,014_005,5.0
stack_1,013_007,5.0
stack_1,012_005,2.0
stack_1,011_005,6.0
stack_1,010_006,2.0
stack_1,008_006,3.0
stack_1,057_012,2.0
stack_1,030_015,7.0
stack_1,031_015,8.0
stack_1,009_005,1.0
stack_1,033_014,15.0
stack_1,032_014,13.0
stack_1,053_003,2.0
stack_1,052_004,2.0
stack_1,051_008,12.0
stack_1,050_003,2.0
stack_1,049_001,2.0
stack_1,048_004,2.0
stack_1,047_016,9.0
stack_1,046_005,7.0
stack_1,045_005,2.0
stack_1,054_004,1.0
stack_1,043_009,13.0
stack_1,034_001,2.0
stack_1,044_013,13.0
stack_1,035_010,4.0
stack_1,036_004,1.0
stack_1,037_003,2.0
stack_1,055_008,1.0
stack_1,039_004,
stack_1,040_016,10.0
stack_1,041_010,3.0
stack_1,042_008,3.0
stack_1,038_011,13.0
stack_1,075_005,10.0
stack_1,074_005,8.0
stack_1,073_010,14.0
stack_1,072_004,13.0
stack_1,071_023,5.0
stack_1,070_020,19.0
stack_1,069_019,18.0
stack_1,068_020,19.0
stack_1,067_011,10.0
stack_1,065_019,14.0
stack_1,064_019,13.0
stack_1,063_019,7.0
stack_1,061_007,1.0
stack_1,060_013,8.0
stack_1,059_010,6.0
stack_1,058_011,2.0
stack_1,057_012,2.0
stack_1,076_004,7.0
stack_1,056_001,2.0
stack_1,066_003,10.0
stack_1,062_018,3.0
stack_1,087_015,17.0
stack_1,078_021,5.0
stack_1,055_008,1.0
stack_1,098_003,28.0
stack_1,097_014,12.0
stack_1,096_022,10.0
stack_1,095_018,13.0
stack_1,094_015,17.0
stack_1,093_027,28.0
stack_1,092_022,15.0
stack_1,091_009,10.0
stack_1,077_002,4.0
stack_1,090_021,11.0
stack_1,088_011,17.0
stack_1,086_017,7.0
stack_1,085_011,28.0
stack_1,084_012,13.0
stack_1,083_025,18.0
stack_1,082_002,6.0
stack_1,081_022,6.0
stack_1,080_028,9.0
stack_1,079_007,4.0
stack_1,089_006,17.0
stack_1,054_004,1.0
stack_1,029_014,5.0
stack_1,052_004,2.0
stack_1,026_004,5.0
stack_1,025_004,1.0
stack_1,024_002,6.0
stack_1,023_004,4.0
stack_1,022_001,7.0
stack_1,021_001,1.0
stack_1,020_002,5.0
stack_1,019_005,4.0
stack_1,018_007,1.0
stack_1,027_002,1.0
stack_1,017_004,6.0
stack_1,015_002,1.0
stack_1,014_005,5.0
stack_1,013_007,5.0
stack_1,012_005,2.0
stack_1,011_005,6.0
stack_1,010_006,2.0
stack_1,009_005,1.0
stack_1,008_006,3.0
stack_1,099_001,9.0
stack_1,016_007,6.0
stack_1,053_003,2.0
stack_1,028_007,9.0
stack_1,031_015,8.0
stack_1,051_008,12.0
stack_1,050_003,2.0
stack_1,049_001,2.0
stack_1,048_004,2.0
stack_1,047_016,9.0
stack_1,046_005,7.0
stack_1,045_005,2.0
stack_1,044_013,13.0
stack_1,043_009,13.0
stack_1,030_015,7.0
stack_1,042_008,3.0
stack_1,040_016,10.0
stack_1,039_004,
stack_1,038_011,13.0
stack_1,037_003,2.0
stack_1,036_004,1.0
stack_1,035_010,4.0
stack_1,034_001,2.0
stack_1,033_014,15.0
stack_1,032_014,13.0
stack_1,041_010,3.0
stack_1,100_032,4.0
